marque,modele,periode,moteur,distribution,puissance_ch,entretien_km,entretien_ans,brand_slug,model_slug
Toyota,Supra,Supra 2.0 Turbo A90/A91 (2019-2025 EU),2.0 Turbo,CHAÎNE,258-340,-,-,toyota,supra
Toyota,Verso,Verso 1.6 AR20 (2009-2018),1.6,CHAÎNE,132-152,-,-,toyota,verso
Toyota,Verso,Verso 1.8 AR20 (2009-2018),1.8,CHAÎNE,132-152,-,-,toyota,verso
Toyota,Verso,Verso 2.0 Valvematic AR20 (2009-2018),2.0 Valvematic,CHAÎNE,132-152,-,-,toyota,verso
Toyota,Verso (diesel),Verso (diesel) 1.6 AR20 (2009-2018),1.6,CHAÎNE,112-150,-,-,toyota,verso-diesel
Toyota,Verso (diesel),Verso (diesel) 2.0 AR20 (2009-2018),2.0,COURROIE,177,160000-180000 km,-,toyota,verso-diesel
Toyota,Verso (diesel),Verso (diesel) 2.2 D-4D AR20 (2009-2018),2.2 D-4D,COURROIE,177,160000-180000 km,-,toyota,verso-diesel
Toyota,Verso-S,Verso-S 1.33 VVT-i XP120 (2010-2016),1.33 VVT-i,CHAÎNE,99,-,-,toyota,verso-s
Toyota,Yaris,Yaris 1.0 XP10 (1999-2005),1.0,CHAÎNE,68-87,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.3 VVT-i XP10 (1999-2005),1.3 VVT-i,CHAÎNE,68-87,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.0 XP130 (2011-2020),1.0,CHAÎNE,69-111,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.33 XP130 (2011-2020),1.33,CHAÎNE,69-111,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.5 XP130 (2011-2020),1.5,CHAÎNE,69-111,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.0 XP210 (2020-2025),1.0,CHAÎNE,72,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.5 Dynamic Force XP210 (2020-2025),1.5 Dynamic Force,CHAÎNE,125,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.0 XP90 (2005-2011),1.0,CHAÎNE,69-101,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.3 XP90 (2005-2011),1.3,CHAÎNE,69-101,-,-,toyota,yaris
Toyota,Yaris,Yaris 1.33 XP90 (2005-2011),1.33,CHAÎNE,69-101,-,-,toyota,yaris
Toyota,Yaris (diesel),Yaris (diesel) 1.4 D-4D XP90 (2005-2011),1.4 D-4D,COURROIE,75-90,160000-180000 km,-,toyota,yaris-diesel
Toyota,Yaris Cross,Yaris Cross 1.5 Hybrid MXPJ (2021-2025),1.5 Hybrid,CHAÎNE,116 (système),-,-,toyota,yaris-cross
Toyota,Yaris Hybrid,Yaris Hybrid 1.5 Hybrid XP130 (2012-2020),1.5 Hybrid,CHAÎNE,100 (système),-,-,toyota,yaris-hybrid
Toyota,Yaris Hybrid,Yaris Hybrid 1.5 Hybrid XP210 (2020-2025),1.5 Hybrid,CHAÎNE,116 (système),-,-,toyota,yaris-hybrid
Volkswagen,Arteon,Arteon 1.5 3H (2017-2023),1.5,COURROIE,150-320,150000-180000 km,-,volkswagen,arteon
Volkswagen,Arteon,Arteon 2.0 TSI (EA211 3H (2017-2023),2.0 TSI (EA211,CHAÎNE,150-320,-,-,volkswagen,arteon
Volkswagen,Arteon,Arteon EA888) 3H (2017-2023),EA888),CHAÎNE,150-320,-,-,volkswagen,arteon
Volkswagen,Arteon (diesel),Arteon (diesel) 2.0 TDI (EA288) 3H (2017-2023),2.0 TDI (EA288),COURROIE,150-240,150000-180000 km,-,volkswagen,arteon-diesel
Volkswagen,Arteon eHybrid,Arteon eHybrid 1.4 TSI + e 3H (2020-2023),1.4 TSI + e,COURROIE,218 (système),150000-180000 km,-,volkswagen,arteon-ehybrid
Volkswagen,Beetle (A5),Beetle (A5) 1.2 5C (2011-2019),1.2,CHAÎNE,105-220,-,-,volkswagen,beetle-a5
Volkswagen,Beetle (A5),Beetle (A5) 1.4 5C (2011-2019),1.4,COURROIE,105-220,150000-180000 km,-,volkswagen,beetle-a5
Volkswagen,Beetle (A5),Beetle (A5) 2.0 TSI 5C (2011-2019),2.0 TSI,COURROIE,105-220,150000-180000 km,-,volkswagen,beetle-a5
Volkswagen,Bora / Jetta,Bora / Jetta 1.6 1J/1K (1999-2010),1.6,COURROIE,100-180,120000-150000 km,-,volkswagen,bora-jetta
Volkswagen,Bora / Jetta,Bora / Jetta 1.8T 1J/1K (1999-2010),1.8T,COURROIE,100-180,120000-150000 km,-,volkswagen,bora-jetta
Volkswagen,Bora / Jetta,Bora / Jetta 2.0 Essence 1J/1K (1999-2010),2.0 Essence,COURROIE,100-180,120000-150000 km,-,volkswagen,bora-jetta
Volkswagen,Caddy,Caddy 1.2 2K (2004-2015),1.2,COURROIE,75-140,120000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 1.4 2K (2004-2015),1.4,COURROIE,75-140,120000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 1.6 Essence 2K (2004-2015),1.6 Essence,COURROIE,75-140,120000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 1.6 2K (2004-2015),1.6,COURROIE,75-140,120000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 2.0 TDI 2K (2004-2015),2.0 TDI,COURROIE,75-140,120000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 1.0 SB (2020-2025),1.0,COURROIE,102-130,150000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 1.5 TSI SB (2020-2025),1.5 TSI,COURROIE,102-130,150000-180000 km,-,volkswagen,caddy
Volkswagen,Caddy,Caddy 2.0 TDI SB (2020-2025),2.0 TDI,COURROIE,102-130,150000-180000 km,-,volkswagen,caddy
Volkswagen,Crafter,Crafter 2.5 TDI (5cyl) LT3 (2006-2016),2.5 TDI (5cyl),CHAÎNE,88-163,-,-,volkswagen,crafter
Volkswagen,Crafter,Crafter 2.0 TDI (EA288) SY (2017-2025),2.0 TDI (EA288),COURROIE,102-177,150000-180000 km,-,volkswagen,crafter
Volkswagen,Golf,Golf 1.4 Mk4 (1997-2003),1.4,COURROIE,75-150,90000-120000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.6 Mk4 (1997-2003),1.6,COURROIE,75-150,90000-120000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.8 Mk4 (1997-2003),1.8,COURROIE,75-150,90000-120000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 2.0 Essence Mk4 (1997-2003),2.0 Essence,COURROIE,75-150,90000-120000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.4 Mk5 (2003-2008),1.4,COURROIE,80-150,120000-150000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.6 FSI Mk5 (2003-2008),1.6 FSI,COURROIE,80-150,120000-150000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 2.0 FSI Mk5 (2003-2008),2.0 FSI,COURROIE,80-150,120000-150000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 2.0 TFSI (EA113) Mk5 GTI (2004-2008),2.0 TFSI (EA113),COURROIE,200-230,120000-150000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.2 Mk6 (2008-2012),1.2,CHAÎNE,85-160,-,-,volkswagen,golf
Volkswagen,Golf,Golf 1.4 Mk6 (2008-2012),1.4,CHAÎNE,85-160,-,-,volkswagen,golf
Volkswagen,Golf,Golf 1.6 TSI Mk6 (2008-2012),1.6 TSI,CHAÎNE,85-160,-,-,volkswagen,golf
Volkswagen,Golf,Golf 2.0 TSI (EA888 Gen2) Mk6 GTI (2009-2012),2.0 TSI (EA888 Gen2),CHAÎNE,210-235,-,-,volkswagen,golf
Volkswagen,Golf,Golf 1.0 Mk7 (2012-2019),1.0,COURROIE,85-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.2 Mk7 (2012-2019),1.2,COURROIE,85-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.4 Mk7 (2012-2019),1.4,COURROIE,85-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.5 TSI (EA211) Mk7 (2012-2019),1.5 TSI (EA211),COURROIE,85-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.0 Mk8 (2020-2025),1.0,COURROIE,90-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf,Golf 1.5 TSI (EA211 evo) Mk8 (2020-2025),1.5 TSI (EA211 evo),COURROIE,90-150,150000-180000 km,-,volkswagen,golf
Volkswagen,Golf (diesel),Golf (diesel) 1.9 TDI (VE Mk4 (1998-2003),1.9 TDI (VE,COURROIE,90-150,90000-120000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) PD) Mk4 (1998-2003),PD),COURROIE,90-150,90000-120000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 1.9 Mk5 (2003-2008),1.9,COURROIE,90-170,120000-150000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 2.0 TDI (PD) Mk5 (2003-2008),2.0 TDI (PD),COURROIE,90-170,120000-150000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 1.6 Mk6 (2009-2012),1.6,COURROIE,105-170,150000-180000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 2.0 TDI (EA189) Mk6 (2009-2012),2.0 TDI (EA189),COURROIE,105-170,150000-180000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 1.6 Mk7 (2013-2020),1.6,COURROIE,90-184,150000-180000 km,-,volkswagen,golf-diesel
Volkswagen,Golf (diesel),Golf (diesel) 2.0 TDI (EA288) Mk7 (2013-2020),2.0 TDI (EA288),COURROIE,90-184,150000-180000 km,-,volkswagen,golf-diesel
Volkswagen,Golf eHybrid / GTE,Golf eHybrid / GTE 1.4 Mk8 (2020-2025),1.4,COURROIE,204-272 (système),150000-180000 km,-,volkswagen,golf-ehybrid-gte
Volkswagen,Golf eHybrid / GTE,Golf eHybrid / GTE 1.5 TSI + e Mk8 (2020-2025),1.5 TSI + e,COURROIE,204-272 (système),150000-180000 km,-,volkswagen,golf-ehybrid-gte
Volkswagen,Golf GTE (PHEV),Golf GTE (PHEV) 1.4 TSI + e (EA211) Mk7 (2014-2020),1.4 TSI + e (EA211),COURROIE,204 (système),150000-180000 km,-,volkswagen,golf-gte-phev
Volkswagen,Golf GTI,Golf GTI 2.0 TSI (EA888 Gen3) Mk7 (2013-2020),2.0 TSI (EA888 Gen3),CHAÎNE,220-290,-,-,volkswagen,golf-gti
Volkswagen,Golf GTI/ R,Golf GTI/ R 2.0 TSI (EA888 Gen3 Mk8 (2020-2025),2.0 TSI (EA888 Gen3,CHAÎNE,245-320,-,-,volkswagen,golf-gti-r
Volkswagen,Golf GTI/ R,Golf GTI/ R 4) Mk8 (2020-2025),4),CHAÎNE,245-320,-,-,volkswagen,golf-gti-r
Volkswagen,Jetta,Jetta 1.2 A6/A7 (2011-2018),1.2,CHAÎNE,105-150,-,-,volkswagen,jetta
Volkswagen,Jetta,Jetta 1.4 TSI A6/A7 (2011-2018),1.4 TSI,COURROIE,105-150,150000-180000 km,-,volkswagen,jetta
Volkswagen,Jetta,Jetta 2.0 TDI A6/A7 (2011-2018),2.0 TDI,COURROIE,105-150,150000-180000 km,-,volkswagen,jetta
Volkswagen,Lupo,Lupo 1.0 6X/6E (1998-2005),1.0,COURROIE,50-100,120000-150000 km,-,volkswagen,lupo
Volkswagen,Lupo,Lupo 1.4 Essence (EA111) 6X/6E (1998-2005),1.4 Essence (EA111),COURROIE,50-100,120000-150000 km,-,volkswagen,lupo
Volkswagen,Lupo (diesel),Lupo (diesel) 1.2 6X/6E (1999-2005),1.2,COURROIE,60-75,120000-150000 km,-,volkswagen,lupo-diesel
Volkswagen,Lupo (diesel),Lupo (diesel) 1.4 6X/6E (1999-2005),1.4,COURROIE,60-75,120000-150000 km,-,volkswagen,lupo-diesel
Volkswagen,Lupo (diesel),Lupo (diesel) 1.7 TDI 6X/6E (1999-2005),1.7 TDI,COURROIE,60-75,120000-150000 km,-,volkswagen,lupo-diesel
Volkswagen,Passat,Passat 1.6 B5.5 (2000-2005),1.6,COURROIE,100-193,90000-120000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 1.8T B5.5 (2000-2005),1.8T,COURROIE,100-193,90000-120000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 2.0 B5.5 (2000-2005),2.0,COURROIE,100-193,90000-120000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 2.3 B5.5 (2000-2005),2.3,COURROIE,100-193,90000-120000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 2.8 Essence B5.5 (2000-2005),2.8 Essence,COURROIE,100-193,90000-120000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 1.4 B6/B7 (2005-2014),1.4,CHAÎNE,122-211,-,-,volkswagen,passat
Volkswagen,Passat,Passat 1.8 B6/B7 (2005-2014),1.8,COURROIE,122-211,120000-150000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 2.0 TSI (EA888 B6/B7 (2005-2014),2.0 TSI (EA888,COURROIE,122-211,120000-150000 km,-,volkswagen,passat
Volkswagen,Passat,Passat EA113) B6/B7 (2005-2014),EA113),COURROIE,122-211,120000-150000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 1.4 B8 (2014-2024),1.4,COURROIE,125-150,150000-180000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 1.5 TSI (EA211) B8 (2014-2024),1.5 TSI (EA211),COURROIE,125-150,150000-180000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 1.5 eTSI B9 (2024-2025),1.5 eTSI,COURROIE,150-193,150000-180000 km,-,volkswagen,passat
Volkswagen,Passat,Passat 2.0 TDI B9 (2024-2025),2.0 TDI,COURROIE,150-193,150000-180000 km,-,volkswagen,passat
Volkswagen,Passat (diesel),Passat (diesel) 1.9 TDI B5.5 (2000-2005),1.9 TDI,COURROIE,100-180,120000-150000 km,-,volkswagen,passat-diesel
Volkswagen,Passat (diesel),Passat (diesel) 2.5 V6 TDI B5.5 (2000-2005),2.5 V6 TDI,CHAÎNE,100-180,-,-,volkswagen,passat-diesel
Volkswagen,Passat (diesel),Passat (diesel) 1.6 B6/B7 (2005-2014),1.6,COURROIE,105-170,150000-180000 km,-,volkswagen,passat-diesel
Volkswagen,Passat (diesel),Passat (diesel) 2.0 TDI (EA189) B6/B7 (2005-2014),2.0 TDI (EA189),COURROIE,105-170,150000-180000 km,-,volkswagen,passat-diesel
Volkswagen,Passat (diesel),Passat (diesel) 1.6 B8 (2014-2024),1.6,COURROIE,120-240,150000-180000 km,-,volkswagen,passat-diesel
Volkswagen,Passat (diesel),Passat (diesel) 2.0 TDI (EA288) B8 (2014-2024),2.0 TDI (EA288),COURROIE,120-240,150000-180000 km,-,volkswagen,passat-diesel
Volkswagen,Passat eHybrid,Passat eHybrid 1.5 TSI + e B9 (2024-2025),1.5 TSI + e,COURROIE,204-272 (système),150000-180000 km,-,volkswagen,passat-ehybrid
Volkswagen,Passat GTE (PHEV),Passat GTE (PHEV) 1.4 TSI + e (EA211) B8 (2015-2024),1.4 TSI + e (EA211),COURROIE,218 (système),150000-180000 km,-,volkswagen,passat-gte-phev
Volkswagen,Polo,Polo 1.2 6R/6C (2009-2017),1.2,COURROIE,60-105,120000-150000 km,-,volkswagen,polo
Volkswagen,Polo,Polo 1.4 6R/6C (2009-2017),1.4,CHAÎNE,60-105,-,-,volkswagen,polo
Volkswagen,Polo,Polo 1.2 TSI 6R/6C (2009-2017),1.2 TSI,CHAÎNE,60-105,-,-,volkswagen,polo
Volkswagen,Polo,Polo 1.2 9N (2001-2009),1.2,COURROIE,60-105,120000-150000 km,-,volkswagen,polo
Volkswagen,Polo,Polo 1.4 9N (2001-2009),1.4,COURROIE,60-105,120000-150000 km,-,volkswagen,polo
Volkswagen,Polo,Polo 1.6 Essence (EA111) 9N (2001-2009),1.6 Essence (EA111),COURROIE,60-105,120000-150000 km,-,volkswagen,polo
Volkswagen,Polo,Polo 1.0 MPI AW (2017-2025),1.0 MPI,COURROIE,65-115,150000-180000 km,-,volkswagen,polo
Volkswagen,Polo,Polo TSI (EA211) AW (2017-2025),TSI (EA211),COURROIE,65-115,150000-180000 km,-,volkswagen,polo
Volkswagen,Polo (diesel),Polo (diesel) 1.4 9N (2001-2009),1.4,COURROIE,75-130,120000-150000 km,-,volkswagen,polo-diesel
Volkswagen,Polo (diesel),Polo (diesel) 1.9 TDI (PD) 9N (2001-2009),1.9 TDI (PD),COURROIE,75-130,120000-150000 km,-,volkswagen,polo-diesel
Volkswagen,Polo (diesel),Polo (diesel) 1.6 TDI (EA288) AW (2017-2020),1.6 TDI (EA288),COURROIE,80-95,150000-180000 km,-,volkswagen,polo-diesel
Volkswagen,Scirocco,Scirocco 1.4 13 (2008-2017),1.4,CHAÎNE,122-280,-,-,volkswagen,scirocco
Volkswagen,Scirocco,Scirocco 2.0 TSI 13 (2008-2017),2.0 TSI,CHAÎNE,122-280,-,-,volkswagen,scirocco
Volkswagen,Sharan,Sharan 1.4 7M/7N (2000-2021),1.4,CHAÎNE,115-220,-,-,volkswagen,sharan
Volkswagen,Sharan,Sharan 2.0 TSI 7M/7N (2000-2021),2.0 TSI,COURROIE,115-220,150000-180000 km,-,volkswagen,sharan
Volkswagen,Sharan,Sharan 1.9 7M/7N (2000-2021),1.9,COURROIE,115-220,150000-180000 km,-,volkswagen,sharan
Volkswagen,Sharan,Sharan 2.0 TDI 7M/7N (2000-2021),2.0 TDI,COURROIE,115-220,150000-180000 km,-,volkswagen,sharan
Volkswagen,T-Roc,T-Roc 1.0 A11 (2017-2025),1.0,COURROIE,110-300,150000-180000 km,-,volkswagen,t-roc
Volkswagen,T-Roc,T-Roc 1.5 A11 (2017-2025),1.5,COURROIE,110-300,150000-180000 km,-,volkswagen,t-roc
Volkswagen,T-Roc,T-Roc 2.0 TSI A11 (2017-2025),2.0 TSI,CHAÎNE,110-300,-,-,volkswagen,t-roc
Volkswagen,Taigo,Taigo 1.0 CS (2021-2025),1.0,COURROIE,95-150,150000-180000 km,-,volkswagen,taigo
Volkswagen,Taigo,Taigo 1.5 TSI (EA211) CS (2021-2025),1.5 TSI (EA211),COURROIE,95-150,150000-180000 km,-,volkswagen,taigo
Volkswagen,Tiguan,Tiguan 1.4 AD/5N (2007-2016),1.4,CHAÎNE,122-211,-,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 2.0 TSI AD/5N (2007-2016),2.0 TSI,CHAÎNE,122-211,-,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 1.4 AD1 (2016-2024),1.4,COURROIE,125-245,150000-180000 km,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 1.5 AD1 (2016-2024),1.5,COURROIE,125-245,150000-180000 km,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 2.0 TSI AD1 (2016-2024),2.0 TSI,CHAÎNE,125-245,-,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 1.5 eTSI AD2 (2024-2025),1.5 eTSI,COURROIE,130-272 (système),150000-180000 km,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan 2.0 TDI AD2 (2024-2025),2.0 TDI,COURROIE,130-272 (système),150000-180000 km,-,volkswagen,tiguan
Volkswagen,Tiguan,Tiguan eHybrid AD2 (2024-2025),eHybrid,INCONNU,130-272 (système),150000-180000 km,-,volkswagen,tiguan
Volkswagen,Tiguan (diesel),Tiguan (diesel) 2.0 TDI (EA189) AD/5N (2007-2016),2.0 TDI (EA189),COURROIE,110-184,150000-180000 km,-,volkswagen,tiguan-diesel
Volkswagen,Tiguan eHybrid,Tiguan eHybrid 1.4 TSI + e AD1 (2020-2024),1.4 TSI + e,COURROIE,245 (système),150000-180000 km,-,volkswagen,tiguan-ehybrid
Volkswagen,Touareg,Touareg 3.2 7L (2002-2010),3.2,CHAÎNE,220-313,-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 3.6 VR6 7L (2002-2010),3.6 VR6,CHAÎNE,220-313,-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 4.2 V8 7L (2002-2010),4.2 V8,COURROIE,220-313,120000-150000 km,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 5.0 V10 TDI 7L (2002-2010),5.0 V10 TDI,COURROIE,220-313,120000-150000 km,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 3.0 TSI 7P (2010-2018),3.0 TSI,CHAÎNE,245-380,-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 3.0 V6 TDI 7P (2010-2018),3.0 V6 TDI,CHAÎNE,245-380,-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg Hybrid 7P (2010-2018),Hybrid,CHAÎNE,245-380,-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 3.0 V6 TDI CR (2018-2025),3.0 V6 TDI,CHAÎNE,231-462 (système),-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg 3.0 TSI CR (2018-2025),3.0 TSI,CHAÎNE,231-462 (système),-,-,volkswagen,touareg
Volkswagen,Touareg,Touareg eHybrid CR (2018-2025),eHybrid,CHAÎNE,231-462 (système),-,-,volkswagen,touareg
Volkswagen,Touran,Touran 1.2 1T (2003-2015),1.2,CHAÎNE,105-170,-,-,volkswagen,touran
Volkswagen,Touran,Touran 1.4 1T (2003-2015),1.4,COURROIE,105-170,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran 1.6 1T (2003-2015),1.6,COURROIE,105-170,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran 2.0 TSI 1T (2003-2015),2.0 TSI,COURROIE,105-170,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran FSI 1T (2003-2015),FSI,COURROIE,105-170,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran 1.2 5T (2015-2024),1.2,COURROIE,110-150,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran 1.4 5T (2015-2024),1.4,COURROIE,110-150,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran,Touran 1.5 TSI (EA211) 5T (2015-2024),1.5 TSI (EA211),COURROIE,110-150,150000-180000 km,-,volkswagen,touran
Volkswagen,Touran (diesel),Touran (diesel) 1.6 1T (2003-2015),1.6,COURROIE,105-170,150000-180000 km,-,volkswagen,touran-diesel
Volkswagen,Touran (diesel),Touran (diesel) 2.0 TDI (EA189 1T (2003-2015),2.0 TDI (EA189,COURROIE,105-170,150000-180000 km,-,volkswagen,touran-diesel
Volkswagen,Touran (diesel),Touran (diesel) EA288) 1T (2003-2015),EA288),COURROIE,105-170,150000-180000 km,-,volkswagen,touran-diesel
Volkswagen,Touran (diesel),Touran (diesel) 1.6 5T (2015-2023),1.6,COURROIE,110-190,150000-180000 km,-,volkswagen,touran-diesel
Volkswagen,Touran (diesel),Touran (diesel) 2.0 TDI (EA288) 5T (2015-2023),2.0 TDI (EA288),COURROIE,110-190,150000-180000 km,-,volkswagen,touran-diesel
Volkswagen,Transporter,Transporter 2.0 TDI T5 (2003-2015),2.0 TDI,COURROIE,85-174,150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter 2.5 TDI T5 (2003-2015),2.5 TDI,COURROIE,85-174,150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter 2.0 TDI (EA288N) T6/T6.1 (2015-2024),2.0 TDI (EA288N),COURROIE,84-204,150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter 1.5 T7 (2024-2025),1.5,COURROIE,116-272 (système),150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter 2.0 TSI T7 (2024-2025),2.0 TSI,COURROIE,116-272 (système),150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter 2.0 TDI T7 (2024-2025),2.0 TDI,COURROIE,116-272 (système),150000-180000 km,-,volkswagen,transporter
Volkswagen,Transporter,Transporter eHybrid T7 (2024-2025),eHybrid,COURROIE,116-272 (système),150000-180000 km,-,volkswagen,transporter
Volkswagen,up!,up! 1.0 MPI AA (2011-2022),1.0 MPI,COURROIE,60-115,150000-180000 km,-,volkswagen,up
Volkswagen,up!,up! TSI (EA211) AA (2011-2022),TSI (EA211),COURROIE,60-115,150000-180000 km,-,volkswagen,up
Volvo,C30,C30 1.6 P1 (2006-2013),1.6,CHAÎNE,100-230,-,-,volvo,c30
Volvo,C30,C30 1.8 P1 (2006-2013),1.8,CHAÎNE,100-230,-,-,volvo,c30
Volvo,C30,C30 2.0 P1 (2006-2013),2.0,COURROIE,100-230,150000-180000 km,-,volvo,c30
Volvo,C30,C30 2.5T P1 (2006-2013),2.5T,COURROIE,100-230,150000-180000 km,-,volvo,c30
Volvo,C70,C70 2.0 P1 (2006-2013),2.0,COURROIE,145-230,150000-180000 km,-,volvo,c70
Volvo,C70,C70 2.4 P1 (2006-2013),2.4,COURROIE,145-230,150000-180000 km,-,volvo,c70
Volvo,C70,C70 2.5T P1 (2006-2013),2.5T,COURROIE,145-230,150000-180000 km,-,volvo,c70
Volvo,S40,S40 1.6 P1 (2004-2012),1.6,CHAÎNE,100-145,-,-,volvo,s40
Volvo,S40,S40 1.8 P1 (2004-2012),1.8,CHAÎNE,100-145,-,-,volvo,s40
Volvo,S40,S40 2.0 Essence (Mazda L) P1 (2004-2012),2.0 Essence (Mazda L),COURROIE,100-145,120000-150000 km,-,volvo,s40
Volvo,S40,S40 2.4 P1 (2004-2012),2.4,COURROIE,140-220,150000-180000 km,-,volvo,s40
Volvo,S40,S40 2.5T 5cyl P1 (2004-2012),2.5T 5cyl,COURROIE,140-220,150000-180000 km,-,volvo,s40
Volvo,S40 (diesel),S40 (diesel) 1.6 P1 (2004-2012),1.6,COURROIE,109-136,180000 km,-,volvo,s40-diesel
Volvo,S40 (diesel),S40 (diesel) 1.8 P1 (2004-2012),1.8,COURROIE,109-136,180000 km,-,volvo,s40-diesel
Volvo,S40 (diesel),S40 (diesel) 2.0D (PSA P1 (2004-2012),2.0D (PSA,COURROIE,109-136,180000 km,-,volvo,s40-diesel
Volvo,S40 (diesel),S40 (diesel) Ford) P1 (2004-2012),Ford),COURROIE,109-136,180000 km,-,volvo,s40-diesel
Volvo,S60,S60 2.0 P2 (2000-2009),2.0,COURROIE,140-300,150000-180000 km,-,volvo,s60
Volvo,S60,S60 2.4 P2 (2000-2009),2.4,COURROIE,140-300,150000-180000 km,-,volvo,s60
Volvo,S60,S60 2.5T P2 (2000-2009),2.5T,COURROIE,140-300,150000-180000 km,-,volvo,s60
Volvo,S60,S60 2.3R P2 (2000-2009),2.3R,COURROIE,140-300,150000-180000 km,-,volvo,s60
Volvo,S60,S60 1.6 P3 (2010-2018),1.6,COURROIE,150-304,150000-180000 km,-,volvo,s60
Volvo,S60,S60 2.0T P3 (2010-2018),2.0T,COURROIE,150-304,150000-180000 km,-,volvo,s60
Volvo,S60,S60 3.0 T6 P3 (2010-2018),3.0 T6,CHAÎNE,150-304,-,-,volvo,s60
Volvo,S60,S60 3.2 SI6 P3 (2010-2018),3.2 SI6,CHAÎNE,150-304,-,-,volvo,s60
Volvo,S60 (diesel),S60 (diesel) 2.4 D5 P2 (2001-2009),2.4 D5,COURROIE,130-185,150000-180000 km,-,volvo,s60-diesel
Volvo,S60 (diesel),S60 (diesel) 1.6 P3 (2010-2018),1.6,COURROIE,115-215,180000 km,-,volvo,s60-diesel
Volvo,S60 (diesel),S60 (diesel) 2.0 P3 (2010-2018),2.0,COURROIE,115-215,180000 km,-,volvo,s60-diesel
